Subject	Act_Label	tBodyAcc-meanXMean	tBodyAcc-meanXN	tBodyAcc-meanYMean	tBodyAcc-meanYN	tBodyAcc-meanZMean	tBodyAcc-meanZN	tBodyAcc-stdXMean	tBodyAcc-stdXN	tBodyAcc-stdYMean	tBodyAcc-stdYN	tBodyAcc-stdZMean	tBodyAcc-stdZN	tGravityAcc-meanXMean	tGravityAcc-meanXN	tGravityAcc-meanYMean	tGravityAcc-meanYN	tGravityAcc-meanZMean	tGravityAcc-meanZN	tGravityAcc-stdXMean	tGravityAcc-stdXN	tGravityAcc-stdYMean	tGravityAcc-stdYN	tGravityAcc-stdZMean	tGravityAcc-stdZN	tBodyAccJerk-meanXMean	tBodyAccJerk-meanXN	tBodyAccJerk-meanYMean	tBodyAccJerk-meanYN	tBodyAccJerk-meanZMean	tBodyAccJerk-meanZN	tBodyAccJerk-stdXMean	tBodyAccJerk-stdXN	tBodyAccJerk-stdYMean	tBodyAccJerk-stdYN	tBodyAccJerk-stdZMean	tBodyAccJerk-stdZN	tBodyGyro-meanXMean	tBodyGyro-meanXN	tBodyGyro-meanYMean	tBodyGyro-meanYN	tBodyGyro-meanZMean	tBodyGyro-meanZN	tBodyGyro-stdXMean	tBodyGyro-stdXN	tBodyGyro-stdYMean	tBodyGyro-stdYN	tBodyGyro-stdZMean	tBodyGyro-stdZN	tBodyGyroJerk-meanXMean	tBodyGyroJerk-meanXN	tBodyGyroJerk-meanYMean	tBodyGyroJerk-meanYN	tBodyGyroJerk-meanZMean	tBodyGyroJerk-meanZN	tBodyGyroJerk-stdXMean	tBodyGyroJerk-stdXN	tBodyGyroJerk-stdYMean	tBodyGyroJerk-stdYN	tBodyGyroJerk-stdZMean	tBodyGyroJerk-stdZN	tBodyAccMag-meanMean	tBodyAccMag-meanN	tBodyAccMag-stdMean	tBodyAccMag-stdN	tGravityAccMag-meanMean	tGravityAccMag-meanN	tGravityAccMag-stdMean	tGravityAccMag-stdN	tBodyAccJerkMag-meanMean	tBodyAccJerkMag-meanN	tBodyAccJerkMag-stdMean	tBodyAccJerkMag-stdN	tBodyGyroMag-meanMean	tBodyGyroMag-meanN	tBodyGyroMag-stdMean	tBodyGyroMag-stdN	tBodyGyroJerkMag-meanMean	tBodyGyroJerkMag-meanN	tBodyGyroJerkMag-stdMean	tBodyGyroJerkMag-stdN	fBodyAcc-meanXMean	fBodyAcc-meanXN	fBodyAcc-meanYMean	fBodyAcc-meanYN	fBodyAcc-meanZMean	fBodyAcc-meanZN	fBodyAcc-stdXMean	fBodyAcc-stdXN	fBodyAcc-stdYMean	fBodyAcc-stdYN	fBodyAcc-stdZMean	fBodyAcc-stdZN	fBodyAcc-meanFreqXMean	fBodyAcc-meanFreqXN	fBodyAcc-meanFreqYMean	fBodyAcc-meanFreqYN	fBodyAcc-meanFreqZMean	fBodyAcc-meanFreqZN	fBodyAccJerk-meanXMean	fBodyAccJerk-meanXN	fBodyAccJerk-meanYMean	fBodyAccJerk-meanYN	fBodyAccJerk-meanZMean	fBodyAccJerk-meanZN	fBodyAccJerk-stdXMean	fBodyAccJerk-stdXN	fBodyAccJerk-stdYMean	fBodyAccJerk-stdYN	fBodyAccJerk-stdZMean	fBodyAccJerk-stdZN	fBodyAccJerk-meanFreqXMean	fBodyAccJerk-meanFreqXN	fBodyAccJerk-meanFreqYMean	fBodyAccJerk-meanFreqYN	fBodyAccJerk-meanFreqZMean	fBodyAccJerk-meanFreqZN	fBodyGyro-meanXMean	fBodyGyro-meanXN	fBodyGyro-meanYMean	fBodyGyro-meanYN	fBodyGyro-meanZMean	fBodyGyro-meanZN	fBodyGyro-stdXMean	fBodyGyro-stdXN	fBodyGyro-stdYMean	fBodyGyro-stdYN	fBodyGyro-stdZMean	fBodyGyro-stdZN	fBodyGyro-meanFreqXMean	fBodyGyro-meanFreqXN	fBodyGyro-meanFreqYMean	fBodyGyro-meanFreqYN	fBodyGyro-meanFreqZMean	fBodyGyro-meanFreqZN	fBodyAccMag-meanMean	fBodyAccMag-meanN	fBodyAccMag-stdMean	fBodyAccMag-stdN	fBodyAccMag-meanFreqMean	fBodyAccMag-meanFreqN	fBodyBodyAccJerkMag-meanMean	fBodyBodyAccJerkMag-meanN	fBodyBodyAccJerkMag-stdMean	fBodyBodyAccJerkMag-stdN	fBodyBodyAccJerkMag-meanFreqMean	fBodyBodyAccJerkMag-meanFreqN	fBodyBodyGyroMag-meanMean	fBodyBodyGyroMag-meanN	fBodyBodyGyroMag-stdMean	fBodyBodyGyroMag-stdN	fBodyBodyGyroMag-meanFreqMean	fBodyBodyGyroMag-meanFreqN	fBodyBodyGyroJerkMag-meanMean	fBodyBodyGyroJerkMag-meanN	fBodyBodyGyroJerkMag-stdMean	fBodyBodyGyroJerkMag-stdN	fBodyBodyGyroJerkMag-meanFreqMean	fBodyBodyGyroJerkMag-meanFreqN	angle_tBodyAccMean_gravityMean	angle_tBodyAccMean_gravityN	angle_tBodyAccJerkMean_gravityMeanMean	angle_tBodyAccJerkMean_gravityMeanN	angle_tBodyGyroMean_gravityMeanMean	angle_tBodyGyroMean_gravityMeanN	angle_tBodyGyroJerkMean_gravityMeanMean	angle_tBodyGyroJerkMean_gravityMeanN	angle_X_gravityMeanMean	angle_X_gravityMeanN	angle_Y_gravityMeanMean	angle_Y_gravityMeanN	angle_Z_gravityMeanMean	angle_Z_gravityMeanN
27	WALKING_DOWNSTAIRS	0.297544	44	-0.013556	44	-0.112838	44	0.167408	44	-0.097971	44	-0.240041	44	0.931380	44	-0.166939	44	-0.140048	44	-0.946975	44	-0.934964	44	-0.920922	44	0.093627	44	0.015987	44	-0.009850	44	-0.003583	44	-0.138528	44	-0.409311	44	-0.159827	44	-0.016313	44	0.152695	44	-0.363723	44	-0.481813	44	-0.257846	44	-0.051581	44	-0.064202	44	-0.062104	44	-0.493838	44	-0.459459	44	-0.307268	44	0.108071	44	0.121176	44	0.108071	44	0.121176	44	-0.115421	44	-0.038637	44	-0.164783	44	-0.307952	44	-0.440547	44	-0.465808	44	0.082983	44	-0.062673	44	-0.241600	44	0.194913	44	-0.175647	44	-0.303091	44	-0.390367	44	0.053061	44	0.154663	44	-0.043783	44	-0.170975	44	-0.343626	44	-0.052281	44	-0.163244	44	-0.474755	44	-0.331352	44	-0.294652	44	-0.203341	44	-0.296629	44	-0.402133	44	-0.144905	44	-0.390968	44	-0.543033	44	-0.367816	44	-0.181813	44	0.232187	44	0.036724	44	0.149816	44	-0.071212	44	0.064020	44	0.010858	44	-0.113626	44	0.103796	44	-0.359114	44	-0.397984	44	0.098853	44	-0.467778	44	-0.502831	44	0.084123	44	-0.109720	44	0.000935	44	0.322535	44	-0.165675	44	-0.776272	44	0.198442	44	0.121083	44
27	WALKING_UPSTAIRS	0.265770	51	-0.020095	51	-0.123530	51	-0.295440	51	-0.095010	51	-0.230708	51	0.868000	51	-0.229279	51	-0.294643	51	-0.956434	51	-0.947713	51	-0.926675	51	0.073476	51	-0.014023	51	0.006747	51	-0.468066	51	-0.426833	51	-0.633723	51	-0.094034	51	0.002125	51	0.140130	51	-0.562461	51	-0.587967	51	-0.169961	51	-0.093752	51	-0.050924	51	-0.062901	51	-0.695775	51	-0.711148	51	-0.676876	51	-0.160589	51	-0.379949	51	-0.160589	51	-0.379949	51	-0.479067	51	-0.464611	51	-0.286146	51	-0.501775	51	-0.699895	51	-0.724671	51	-0.417607	51	-0.249689	51	-0.418886	51	-0.253504	51	-0.079406	51	-0.197339	51	-0.465426	51	-0.181356	51	-0.261550	51	-0.503114	51	-0.442466	51	-0.608544	51	-0.478923	51	-0.450116	51	-0.657139	51	-0.361648	51	-0.372672	51	-0.454278	51	-0.544369	51	-0.594093	51	-0.400528	51	-0.574254	51	-0.587869	51	-0.183509	51	-0.238721	51	-0.125411	51	-0.430103	51	-0.393929	51	-0.468708	51	-0.012684	51	-0.460770	51	-0.473012	51	0.116287	51	-0.607668	51	-0.523336	51	-0.128116	51	-0.719180	51	-0.751714	51	0.184860	51	0.030261	51	0.017369	51	0.036134	51	-0.032220	51	-0.624493	51	0.241189	51	0.232688	51
28	LAYING	0.275913	80	-0.016754	80	-0.108345	80	-0.968888	80	-0.945387	80	-0.956450	80	-0.490335	80	0.144073	80	0.015757	80	-0.970599	80	-0.969759	80	-0.979125	80	0.078077	80	0.005940	80	0.006010	80	-0.980165	80	-0.978680	80	-0.973072	80	-0.017368	80	-0.097449	80	0.093579	80	-0.955162	80	-0.960057	80	-0.962375	80	-0.104512	80	-0.035601	80	-0.053450	80	-0.960803	80	-0.980400	80	-0.981419	80	-0.958112	80	-0.954574	80	-0.958112	80	-0.954574	80	-0.978455	80	-0.973313	80	-0.937107	80	-0.928941	80	-0.978220	80	-0.969773	80	-0.973931	80	-0.958436	80	-0.961116	80	-0.967325	80	-0.942004	80	-0.956771	80	-0.330110	80	-0.074839	80	0.233309	80	-0.980013	80	-0.978095	80	-0.970252	80	-0.982206	80	-0.981117	80	-0.974531	80	0.104292	80	0.001086	80	0.038219	80	-0.946804	80	-0.965824	80	-0.961165	80	-0.958092	80	-0.957553	80	-0.966312	80	-0.258861	80	-0.349473	80	0.123628	80	-0.961036	80	-0.957564	80	0.038386	80	-0.973436	80	-0.972336	80	0.266859	80	-0.944218	80	-0.931675	80	-0.181136	80	-0.971831	80	-0.969320	80	0.011883	80	0.038817	80	-0.039243	80	0.020765	80	0.051522	80	0.603392	80	-0.026467	80	0.050311	80
28	SITTING	0.276978	72	-0.018540	72	-0.111518	72	-0.983273	72	-0.939905	72	-0.936667	72	0.907331	72	-0.112597	72	0.135403	72	-0.989132	72	-0.971766	72	-0.956088	72	0.076867	72	0.014834	72	0.000258	72	-0.976287	72	-0.962219	72	-0.976327	72	-0.033902	72	-0.067394	72	0.087025	72	-0.979672	72	-0.956317	72	-0.956633	72	-0.095394	72	-0.040801	72	-0.057902	72	-0.982156	72	-0.980714	72	-0.971002	72	-0.955790	72	-0.947783	72	-0.955790	72	-0.947783	72	-0.973274	72	-0.970302	72	-0.955176	72	-0.951066	72	-0.981213	72	-0.978442	72	-0.979820	72	-0.946352	72	-0.952227	72	-0.984957	72	-0.939885	72	-0.933045	72	-0.015548	72	-0.019266	72	-0.002738	72	-0.976892	72	-0.963054	72	-0.972940	72	-0.977787	72	-0.963990	72	-0.978328	72	0.147681	72	-0.211341	72	-0.089628	72	-0.973724	72	-0.963118	72	-0.954180	72	-0.981615	72	-0.953207	72	-0.961561	72	0.017742	72	-0.320940	72	-0.057460	72	-0.953928	72	-0.952281	72	0.029200	72	-0.969179	72	-0.970823	72	0.229112	72	-0.960298	72	-0.953534	72	-0.137706	72	-0.979466	72	-0.978395	72	0.002496	72	0.012368	72	0.007662	72	-0.004475	72	-0.015356	72	-0.689362	72	0.160675	72	-0.076315	72
28	STANDING	0.277795	79	-0.017264	79	-0.106579	79	-0.977749	79	-0.875689	79	-0.905124	79	0.948515	79	-0.247656	79	-0.038583	79	-0.990059	79	-0.962801	79	-0.951782	79	0.075313	79	0.009074	79	-0.002678	79	-0.968605	79	-0.933768	79	-0.969765	79	-0.025328	79	-0.073900	79	0.086517	79	-0.884032	79	-0.940006	79	-0.925491	79	-0.102248	79	-0.043136	79	-0.052590	79	-0.928343	79	-0.972977	79	-0.956497	79	-0.925472	79	-0.917658	79	-0.925472	79	-0.917658	79	-0.959552	79	-0.954068	79	-0.894242	79	-0.876918	79	-0.959681	79	-0.956266	79	-0.972520	79	-0.893430	79	-0.934503	79	-0.980267	79	-0.874469	79	-0.897601	79	0.000355	79	-0.135431	79	-0.126325	79	-0.968514	79	-0.935169	79	-0.964751	79	-0.971673	79	-0.936991	79	-0.973572	79	0.146891	79	-0.350628	79	-0.119606	79	-0.880426	79	-0.948161	79	-0.926655	79	-0.886707	79	-0.936102	79	-0.932039	79	-0.316450	79	-0.359312	79	-0.197616	79	-0.929146	79	-0.923857	79	-0.088659	79	-0.952728	79	-0.954963	79	0.133308	79	-0.909652	79	-0.878460	79	-0.317384	79	-0.958759	79	-0.955983	79	-0.112443	79	0.007610	79	0.015051	79	-0.084116	79	0.069070	79	-0.767174	79	0.252997	79	0.048442	79
28	WALKING	0.281228	54	-0.015676	54	-0.103715	54	-0.293004	54	-0.117886	54	-0.300928	54	0.942930	54	-0.229316	54	-0.125913	54	-0.976694	54	-0.968781	54	-0.944225	54	0.093112	54	0.022649	54	-0.007629	54	-0.335700	54	-0.220123	54	-0.537470	54	-0.105896	54	-0.017282	54	0.116066	54	-0.503799	54	-0.497684	54	-0.242601	54	-0.092975	54	-0.051539	54	-0.059355	54	-0.399417	54	-0.639019	54	-0.440928	54	-0.180666	54	-0.392694	54	-0.180666	54	-0.392694	54	-0.299223	54	-0.390450	54	-0.310776	54	-0.460512	54	-0.546249	54	-0.579861	54	-0.280062	54	-0.127912	54	-0.356338	54	-0.298832	54	-0.168789	54	-0.326046	54	-0.375047	54	-0.056125	54	-0.013006	54	-0.362602	54	-0.294548	54	-0.498754	54	-0.367116	54	-0.191758	54	-0.574580	54	-0.353218	54	-0.492411	54	-0.301044	54	-0.374681	54	-0.504682	54	-0.255029	54	-0.545480	54	-0.497471	54	-0.308243	54	-0.062020	54	-0.150925	54	-0.155076	54	-0.352157	54	-0.511574	54	0.107450	54	-0.360811	54	-0.436273	54	0.123016	54	-0.514602	54	-0.516812	54	-0.001985	54	-0.595965	54	-0.589072	54	-0.076084	54	0.006312	54	-0.043025	54	0.112201	54	0.010929	54	-0.756716	54	0.240524	54	0.109303	54
28	WALKING_DOWNSTAIRS	0.293642	46	-0.022023	46	-0.108589	46	0.125713	46	0.156497	46	-0.341032	46	0.929292	46	-0.235897	46	-0.121477	46	-0.956922	46	-0.948404	46	-0.917060	46	0.097265	46	0.014345	46	0.001240	46	-0.016765	46	0.026553	46	-0.427053	46	-0.141096	46	0.007106	46	0.138622	46	-0.268106	46	-0.259369	46	-0.307025	46	-0.026649	46	-0.057041	46	-0.077617	46	-0.163945	46	-0.424568	46	-0.336213	46	0.104359	46	0.135466	46	0.104359	46	0.135466	46	-0.070756	46	-0.041887	46	-0.068246	46	-0.224484	46	-0.340417	46	-0.407132	46	0.089072	46	0.186442	46	-0.308162	46	0.137797	46	0.065301	46	-0.416940	46	-0.351195	46	0.011608	46	0.202030	46	-0.026868	46	-0.012704	46	-0.365287	46	-0.098011	46	-0.001754	46	-0.488488	46	-0.276942	46	-0.393681	46	-0.073633	46	-0.029997	46	-0.217100	46	-0.184392	46	-0.345453	46	-0.293108	46	-0.416506	46	-0.092302	46	-0.064531	46	-0.012251	46	0.188840	46	-0.074059	46	0.040698	46	-0.012882	46	-0.088360	46	0.054600	46	-0.223355	46	-0.362904	46	0.114889	46	-0.396721	46	-0.464722	46	0.131260	46	-0.133135	46	-0.049666	46	0.272632	46	-0.168532	46	-0.750481	46	0.246323	46	0.106981	46
28	WALKING_UPSTAIRS	0.262006	51	-0.027944	51	-0.121514	51	-0.242062	51	-0.146754	51	-0.285987	51	0.854508	51	-0.333224	51	-0.265208	51	-0.944698	51	-0.927641	51	-0.900514	51	0.070683	51	0.022299	51	0.007491	51	-0.312672	51	-0.331602	51	-0.637489	51	-0.129363	51	0.021225	51	0.103721	51	-0.518818	51	-0.479320	51	-0.189307	51	-0.080568	51	-0.049255	51	-0.075261	51	-0.494283	51	-0.690571	51	-0.603568	51	-0.186241	51	-0.211929	51	-0.186241	51	-0.211929	51	-0.388086	51	-0.325362	51	-0.263415	51	-0.476923	51	-0.620280	51	-0.670132	51	-0.266101	51	-0.190589	51	-0.401733	51	-0.233727	51	-0.178555	51	-0.281685	51	-0.378982	51	-0.085228	51	-0.192657	51	-0.318867	51	-0.358009	51	-0.587814	51	-0.370274	51	-0.349027	51	-0.687908	51	-0.232075	51	-0.362751	51	-0.307202	51	-0.403636	51	-0.522067	51	-0.318211	51	-0.556383	51	-0.459989	51	-0.226243	51	-0.115729	51	-0.251074	51	-0.303255	51	-0.213519	51	-0.334626	51	0.020205	51	-0.294433	51	-0.374496	51	0.172326	51	-0.534835	51	-0.528187	51	-0.052640	51	-0.662506	51	-0.704853	51	0.099131	51	0.061759	51	0.050281	51	0.099433	51	-0.036965	51	-0.582763	51	0.314725	51	0.209001	51
29	LAYING	0.287295	69	-0.017197	69	-0.109462	69	-0.984220	69	-0.990241	69	-0.987255	69	-0.346790	69	0.807535	69	0.590452	69	-0.972940	69	-0.994248	69	-0.985778	69	0.071886	69	0.011691	69	0.002415	69	-0.992006	69	-0.989514	69	-0.993288	69	-0.025828	69	-0.076181	69	0.127412	69	-0.994277	69	-0.992751	69	-0.974995	69	-0.099534	69	-0.038677	69	-0.067447	69	-0.996543	69	-0.997082	69	-0.995381	69	-0.986493	69	-0.981572	69	-0.986493	69	-0.981572	69	-0.992725	69	-0.994647	69	-0.971924	69	-0.977040	69	-0.997323	69	-0.997666	69	-0.986627	69	-0.989034	69	-0.989474	69	-0.983432	69	-0.990680	69	-0.986379	69	-0.087606	69	0.328259	69	0.334787	69	-0.992154	69	-0.989399	69	-0.992018	69	-0.992543	69	-0.990468	69	-0.993108	69	0.138616	69	0.134735	69	0.165235	69	-0.993123	69	-0.993696	69	-0.976184	69	-0.994652	69	-0.992241	69	-0.976859	69	0.235950	69	0.040139	69	0.250308	69	-0.986801	69	-0.981600	69	0.435847	69	-0.993998	69	-0.994367	69	0.488088	69	-0.984001	69	-0.976679	69	0.233760	69	-0.997617	69	-0.997585	69	0.426302	69	-0.012519	69	-0.008485	69	-0.057370	69	0.003420	69	0.501421	69	-0.573422	69	-0.423473	69
29	SITTING	0.277180	60	-0.016631	60	-0.110412	60	-0.990745	60	-0.963222	60	-0.968064	60	0.891564	60	0.155659	60	0.286256	60	-0.984679	60	-0.973604	60	-0.966032	60	0.074544	60	0.005985	60	0.003168	60	-0.993526	60	-0.984055	60	-0.990169	60	-0.037927	60	-0.075580	60	0.058050	60	-0.990179	60	-0.988334	60	-0.971228	60	-0.095364	60	-0.040002	60	-0.047001	60	-0.993322	60	-0.995319	60	-0.992834	60	-0.978017	60	-0.969290	60	-0.978017	60	-0.969290	60	-0.990720	60	-0.990532	60	-0.962377	60	-0.971578	60	-0.995392	60	-0.994905	60	-0.991094	60	-0.969610	60	-0.975623	60	-0.990618	60	-0.961694	60	-0.965801	60	-0.028669	60	0.107609	60	0.210335	60	-0.993446	60	-0.983883	60	-0.988470	60	-0.994220	60	-0.985493	60	-0.990446	60	0.277955	60	0.027740	60	0.117192	60	-0.988394	60	-0.990329	60	-0.973934	60	-0.990728	60	-0.987260	60	-0.972913	60	0.069839	60	-0.173147	60	-0.019430	60	-0.973347	60	-0.971218	60	0.250971	60	-0.990094	60	-0.989823	60	0.336233	60	-0.980269	60	-0.971011	60	-0.069660	60	-0.995063	60	-0.994742	60	0.307791	60	0.020356	60	0.005836	60	0.001355	60	-0.053572	60	-0.671100	60	-0.023393	60	-0.181737	60
29	STANDING	0.277965	65	-0.017261	65	-0.108659	65	-0.996069	65	-0.969296	65	-0.980207	65	0.974509	65	-0.058487	65	0.031615	65	-0.996764	65	-0.985134	65	-0.984465	65	0.075305	65	0.011510	65	0.000333	65	-0.993653	65	-0.983338	65	-0.990594	65	-0.027608	65	-0.072106	65	0.082758	65	-0.977995	65	-0.990365	65	-0.983369	65	-0.098870	65	-0.040511	65	-0.054493	65	-0.983293	65	-0.995533	65	-0.990686	65	-0.984745	65	-0.981746	65	-0.984745	65	-0.981746	65	-0.990785	65	-0.990496	65	-0.980657	65	-0.975359	65	-0.992145	65	-0.991454	65	-0.995024	65	-0.973346	65	-0.984096	65	-0.996605	65	-0.968279	65	-0.978803	65	0.128678	65	0.004734	65	0.174525	65	-0.993737	65	-0.983195	65	-0.988542	65	-0.994123	65	-0.984783	65	-0.991316	65	0.303255	65	-0.055874	65	0.148597	65	-0.974485	65	-0.991587	65	-0.983655	65	-0.979163	65	-0.989644	65	-0.984714	65	-0.105103	65	-0.149854	65	-0.023554	65	-0.984548	65	-0.982248	65	0.179958	65	-0.989794	65	-0.990328	65	0.388021	65	-0.980880	65	-0.975939	65	-0.072335	65	-0.991672	65	-0.991517	65	0.219867	65	-0.014822	65	0.021742	65	0.030310	65	0.018560	65	-0.923516	65	0.123793	65	-0.000328	65
29	WALKING	0.272000	53	-0.016292	53	-0.106632	53	-0.174338	53	-0.091754	53	-0.242828	53	0.962374	53	-0.127318	53	0.095579	53	-0.978254	53	-0.975273	53	-0.945981	53	0.085374	53	0.022387	53	0.009415	53	-0.221434	53	-0.087175	53	-0.461758	53	-0.007957	53	-0.081960	53	0.085685	53	-0.598869	53	-0.181803	53	-0.430232	53	-0.106888	53	-0.047990	53	-0.039237	53	-0.395910	53	-0.587944	53	-0.504130	53	-0.095521	53	-0.262695	53	-0.095521	53	-0.262695	53	-0.240232	53	-0.133036	53	-0.280573	53	-0.358814	53	-0.506242	53	-0.612223	53	-0.135820	53	-0.034964	53	-0.279735	53	-0.190356	53	-0.182069	53	-0.283348	53	-0.313574	53	0.232676	53	0.120197	53	-0.210470	53	-0.088021	53	-0.394878	53	-0.307337	53	-0.155021	53	-0.529035	53	-0.201300	53	-0.069904	53	0.006486	53	-0.431490	53	-0.362232	53	-0.397277	53	-0.654314	53	-0.094136	53	-0.494117	53	0.180833	53	-0.362824	53	0.061951	53	-0.235683	53	-0.393258	53	0.099827	53	-0.108978	53	-0.169506	53	-0.043792	53	-0.416818	53	-0.429157	53	0.035180	53	-0.628501	53	-0.618668	53	0.079685	53	0.069313	53	-0.057920	53	-0.079520	53	0.016781	53	-0.861771	53	0.170953	53	-0.045059	53
29	WALKING_DOWNSTAIRS	0.293140	48	-0.014941	48	-0.098134	48	0.167384	48	-0.122463	48	-0.223178	48	0.948486	48	-0.076096	48	0.091965	48	-0.941736	48	-0.913903	48	-0.869301	48	0.063687	48	0.000621	48	-0.014064	48	-0.023953	48	-0.077341	48	-0.478764	48	-0.037413	48	-0.085105	48	0.082224	48	-0.282077	48	-0.390460	48	-0.311123	48	-0.074399	48	-0.067148	48	-0.035965	48	-0.347808	48	-0.693469	48	-0.379769	48	0.103705	48	0.134481	48	0.103705	48	0.134481	48	-0.138638	48	-0.030769	48	-0.122968	48	-0.267410	48	-0.539174	48	-0.597057	48	0.110663	48	-0.021229	48	-0.266692	48	0.187439	48	-0.239349	48	-0.262073	48	-0.403870	48	0.182897	48	0.045376	48	-0.038246	48	-0.097785	48	-0.411173	48	-0.098638	48	-0.120382	48	-0.547321	48	-0.270161	48	-0.206526	48	-0.135911	48	-0.189418	48	-0.463125	48	-0.199226	48	-0.319123	48	-0.354873	48	-0.416166	48	-0.172300	48	-0.376916	48	-0.020166	48	0.115974	48	-0.033087	48	0.020422	48	0.000449	48	-0.079771	48	0.032732	48	-0.381460	48	-0.323025	48	-0.101592	48	-0.596579	48	-0.626676	48	0.084474	48	-0.060206	48	0.068151	48	0.125171	48	-0.113883	48	-0.896444	48	0.136460	48	-0.043425	48
29	WALKING_UPSTAIRS	0.265423	49	-0.029947	49	-0.118001	49	-0.086772	49	-0.122128	49	0.099544	49	0.929259	49	-0.227120	49	0.044379	49	-0.954189	49	-0.923008	49	-0.858849	49	0.106345	49	-0.000689	49	-0.029071	49	-0.182366	49	-0.388624	49	-0.678764	49	0.093199	49	-0.152328	49	0.085432	49	-0.323905	49	0.046110	49	-0.374815	49	-0.130429	49	-0.051104	49	-0.068094	49	-0.474933	49	-0.734225	49	-0.558417	49	0.008344	49	-0.041470	49	0.008344	49	-0.041470	49	-0.344325	49	-0.254485	49	0.043963	49	-0.080048	49	-0.617341	49	-0.712846	49	-0.109793	49	-0.196012	49	-0.320488	49	-0.079063	49	-0.141258	49	0.203058	49	-0.438258	49	-0.131972	49	-0.512761	49	-0.225068	49	-0.408887	49	-0.646199	49	-0.211385	49	-0.408649	49	-0.710117	49	-0.379789	49	-0.444249	49	-0.514055	49	-0.260519	49	-0.394045	49	-0.341700	49	-0.350338	49	0.234347	49	-0.444153	49	-0.291047	49	-0.666815	49	-0.201815	49	-0.108306	49	-0.155994	49	-0.145078	49	-0.239108	49	-0.280584	49	-0.001643	49	-0.357214	49	-0.074331	49	-0.399892	49	-0.697455	49	-0.756464	49	0.053585	49	0.055566	49	-0.059401	49	-0.300314	49	0.122923	49	-0.785485	49	0.241437	49	-0.009506	49
30	LAYING	0.281034	70	-0.019449	70	-0.103658	70	-0.976363	70	-0.954202	70	-0.967044	70	-0.344738	70	0.732661	70	0.681459	70	-0.979564	70	-0.988931	70	-0.983275	70	0.075220	70	0.010768	70	-0.000374	70	-0.977464	70	-0.971050	70	-0.979518	70	-0.026781	70	-0.076148	70	0.093847	70	-0.973663	70	-0.966042	70	-0.968889	70	-0.102277	70	-0.038488	70	-0.059574	70	-0.983776	70	-0.980357	70	-0.980769	70	-0.969830	70	-0.960168	70	-0.969830	70	-0.960168	70	-0.979233	70	-0.969642	70	-0.962285	70	-0.951264	70	-0.985086	70	-0.976177	70	-0.974790	70	-0.959974	70	-0.970322	70	-0.977045	70	-0.953558	70	-0.967188	70	-0.222958	70	0.070569	70	0.230270	70	-0.976888	70	-0.971696	70	-0.975632	70	-0.980351	70	-0.972434	70	-0.982282	70	0.041038	70	-0.141961	70	0.065054	70	-0.971789	70	-0.968170	70	-0.967577	70	-0.974488	70	-0.965134	70	-0.972199	70	-0.066179	70	-0.239925	70	0.067468	70	-0.962841	70	-0.964052	70	0.176017	70	-0.969949	70	-0.968088	70	0.172121	70	-0.962001	70	-0.952644	70	-0.080205	70	-0.977821	70	-0.975482	70	0.107253	70	-0.010613	70	0.036901	70	0.037206	70	0.017355	70	0.499849	70	-0.492287	70	-0.507020	70
30	SITTING	0.268336	62	-0.008047	62	-0.099515	62	-0.983623	62	-0.937857	62	-0.950654	62	0.825474	62	0.114588	62	0.344766	62	-0.978365	62	-0.959361	62	-0.956636	62	0.076006	62	0.009757	62	-0.002782	62	-0.988865	62	-0.980421	62	-0.988164	62	-0.035843	62	-0.074354	62	0.070200	62	-0.988133	62	-0.976478	62	-0.955053	62	-0.095271	62	-0.040793	62	-0.048820	62	-0.993869	62	-0.992491	62	-0.988124	62	-0.957487	62	-0.942901	62	-0.957487	62	-0.942901	62	-0.987799	62	-0.986058	62	-0.955847	62	-0.960641	62	-0.993737	62	-0.991280	62	-0.985009	62	-0.954076	62	-0.966274	62	-0.983231	62	-0.933993	62	-0.946204	62	-0.122700	62	0.007138	62	0.092775	62	-0.988775	62	-0.980406	62	-0.985978	62	-0.990018	62	-0.981902	62	-0.988971	62	0.136689	62	-0.127784	62	-0.021487	62	-0.987035	62	-0.982006	62	-0.961177	62	-0.988485	62	-0.973805	62	-0.957309	62	-0.015402	62	-0.312782	62	-0.050384	62	-0.959923	62	-0.943544	62	0.070594	62	-0.985826	62	-0.985295	62	0.318769	62	-0.973876	62	-0.959514	62	-0.146609	62	-0.991751	62	-0.990946	62	0.216651	62	-0.015193	62	0.045875	62	-0.007600	62	-0.020856	62	-0.596305	62	0.001039	62	-0.227535	62
